id,label,sign_name_en,video_name
1214,Acenar,WAVE-GOODBYE,20210505074730_609277c246531.mp4
1214,Acenar,WAVE-GOODBYE,20210929043424_6154bfc0461c6.mp4
892,Devemos,WE MUST,20210126073301_6010989dbdb58.mp4
892,Devemos,WE MUST,20210127040459_6011b95b380df.mp4
892,Devemos,WE MUST,20210613010313_60c62c4110b2c.mp4
1251,Fraco,WEAK,20210128060838_601327d6e4996.mp4
1251,Fraco,WEAK,20210616030313_60ca3ce134be6.mp4
1251,Fraco,WEAK,20210908085421_61394d2d5ebfe.mp4
834,Clima,WEATHER,20210124044144_600dcd782af10.mp4
834,Clima,WEATHER,20210129120228_60137ac475939.mp4
834,Clima,WEATHER,20210613114654_60c61a5ed6501.mp4
1239,Casamento,WEDDING,20210128060415_601326cf5ac8c.mp4
1239,Casamento,WEDDING,20210505075447_609279773b4a5.mp4
1239,Casamento,WEDDING,20210613114041_60c618e9a3413.mp4
1289,Quarta-feira,WEDNESDAY,20210128063257_60132d892b54e.mp4
1289,Quarta-feira,WEDNESDAY,20210505110130_6092a53a58c92.mp4
1289,Quarta-feira,WEDNESDAY,20210605035210_60bbc7da20f56.mp4
1100,Secretário,SECRETARY,20210128123223_6012304711bc3.mp4
1100,Secretário,SECRETARY,20210202071042_6019252267ae3.mp4
1100,Secretário,SECRETARY,20210610042316_60c266a4ee2ee.mp4
1119,Ver,SEE,20210128124141_601232751e6b8.mp4
1119,Ver,SEE,20210202071621_60192675bafff.mp4
1119,Ver,SEE,20210621052840_60d0f678e7287.mp4
1343,Gangorra,SEE-SAW,20210202070014_601922aeec4ee.mp4
1343,Gangorra,SEE-SAW,20210616030420_60ca3d244b9d3.mp4
1343,Gangorra,SEE-SAW,20210623042336_60d38a383467a.mp4
1078,Parecer,SEEM,20210128121757_60122ce5bfb84.mp4
1078,Parecer,SEEM,20210202070548_601923fc981fc.mp4
1078,Parecer,SEEM,20210619024252_60ce2c9cc33a9.mp4
1118,Vender,SELL,20210128124059_6012324b6f8ce.mp4
1118,Vender,SELL,20210202071555_6019265b0a18a.mp4
1118,Vender,SELL,20210621053915_60d0f8f3b6550.mp4
1177,Semestre,SEMESTER,20210128040538_60130b024ffe5.mp4
1177,Semestre,SEMESTER,20210501075119_608d32a7bfc4d.mp4
1177,Semestre,SEMESTER,20210610042928_60c26818e8638.mp4
957,Enviar,SEND,20210127111248_601174e038b54.mp4
957,Enviar,SEND,20210202065629_601921cdcf797.mp4
957,Enviar,SEND,20210616020037_60ca2e3519f23.mp4
966,Enviar mensagem de texto,SEND TEXT MESSAGE,20210127025922_6011a9fa225b3.mp4
966,Enviar mensagem de texto,SEND TEXT MESSAGE,20210505051540_6092fcec56d82.mp4
966,Enviar mensagem de texto,SEND TEXT MESSAGE,20210616020043_60ca2e3b0cc6e.mp4
1051,Enviar e-mail,SEND-MAIL,20210128120215_60122937b6453.mp4
1051,Enviar e-mail,SEND-MAIL,20210202065538_6019219a7c8b4.mp4
1051,Enviar e-mail,SEND-MAIL,20210616020030_60ca2e2e4d392.mp4
1484,Enviando mensagem de texto,SENDING TEXT MESSAGE,20210210075420_6023bb5cc0387.mp4
1484,Enviando mensagem de texto,SENDING TEXT MESSAGE,20210616020031_60ca2e2f6c931.mp4
1484,Enviando mensagem de texto,SENDING TEXT MESSAGE,20210623041340_60d387e477ca6.mp4
1070,Mais antigo,SENIOR,20210128121326_60122bd6c55e6.mp4
1070,Mais antigo,SENIOR,20210202070219_6019232bdd29f.mp4
1070,Mais antigo,SENIOR,20210618030154_60ccdf92d2e9c.mp4
615,Sensível (delicado),SENSITIVE,20210117054349_6004a1851ed5c.mp4
615,Sensível (delicado),SENSITIVE,20210117054349_6004a1852acb4.mp4
615,Sensível (delicado),SENSITIVE,20210402100437_6067bf251c89f.mp4
1299,Sentença,SENTENCE,20210128063803_60132ebb7d880.mp4
1299,Sentença,SENTENCE,20210505035328_6092e9a8a8b6b.mp4
1299,Sentença,SENTENCE,20210610043011_60c26843478de.mp4
1300,Separado,SEPARATE,20210128063824_60132ed0d38af.mp4
1300,Separado,SEPARATE,20210505113120_6092ac3865d4b.mp4
1300,Separado,SEPARATE,20210610043040_60c26860941ad.mp4
509,Sério,SERIOUS,20210116120554_600300d2b06e1.mp4
509,Sério,SERIOUS,20210116120554_600300d2bfcc0.mp4
509,Sério,SERIOUS,20210401044556_606622f4b8f44.mp4
1106,Serviço,SERVICE,20210128123510_601230eeb75c2.mp4
1106,Serviço,SERVICE,20210202071222_6019258685d41.mp4
1106,Serviço,SERVICE,20210610043136_60c268982069a.mp4
1043,Costurar,SEW,20210127115544_601227b018479.mp4
1043,Costurar,SEW,20210202065302_601920feb3122.mp4
1043,Costurar,SEW,20210621042820_60d0e854ed63c.mp4
1107,Sexo,SEX,20210128123537_6012310980224.mp4
1107,Sexo,SEX,20210202071242_6019259aaaaa4.mp4
1107,Sexo,SEX,20210610043853_60c26a4d9fa32.mp4
1536,Abanar,SHAKE,20210501070948_608d28ecb0e74.mp4
1536,Abanar,SHAKE,20210623032101_60d37b8df3734.mp4
1536,Abanar,SHAKE,20210929042550_6154bdbe88959.mp4
1120,Vergonha,SHAME,20210128124215_601232973c586.mp4
1120,Vergonha,SHAME,20210202071709_601926a51ec7f.mp4
1120,Vergonha,SHAME,20210621052905_60d0f691120e5.mp4
1528,Pressa,HURRY,20210410080644_607186c445267.mp4
1528,Pressa,HURRY,20210505103848_60929fe8b039d.mp4
1528,Pressa,HURRY,20210621043108_60d0e8fc9f2de.mp4
791,Machucar,HURT,20210123065525_600c9b4d95935.mp4
791,Machucar,HURT,20210617051317_60cbacdd0a4e8.mp4
791,Machucar,HURT,20210623051336_60d395f0e67c4.mp4
765,Eu amo você,I-LOVE-YOU,20210123063749_600c972d62dd6.mp4
765,Eu amo você,I-LOVE-YOU,20210407085426_606d9d7228557.mp4
765,Eu amo você,I-LOVE-YOU,20210616021943_60ca32af28771.mp4
897,Eu vejo,I-SEE,20210126073520_60109928add5f.mp4
897,Eu vejo,I-SEE,20210127040931_6011ba6b9175a.mp4
897,Eu vejo,I-SEE,20210621042906_60d0e882072a3.mp4
837,Sorvete,ICE-CREAM,20210124085818_600e099a103be.mp4
837,Sorvete,ICE-CREAM,20210410081054_607187be85e17.mp4
837,Sorvete,ICE-CREAM,20210621054713_60d0fad191ad1.mp4
1345,Patins,ICE-SKATE,20210202070624_601924201169c.mp4
1345,Patins,ICE-SKATE,20210619024448_60ce2d10b42da.mp4
1345,Patins,ICE-SKATE,20210623095421_60d3d7bd00c7c.mp4
781,Ideia,IDEA,20210123064903_600c99cfbee83.mp4
781,Ideia,IDEA,20210407090127_606d9f170e3be.mp4
781,Ideia,IDEA,20210617084943_60cb36d70729b.mp4
782,Identificar,IDENTIFY,20210123064929_600c99e93dda5.mp4
782,Identificar,IDENTIFY,20210407090153_606d9f3109095.mp4
782,Identificar,IDENTIFY,20210617085023_60cb36ffdeff1.mp4
1526,Identificar documento,IDENTIFY DOCUMENT,20210410080611_607186a3e17b3.mp4
1526,Identificar documento,IDENTIFY DOCUMENT,20210505025153_6092db3975f9a.mp4
1526,Identificar documento,IDENTIFY DOCUMENT,20210617085008_60cb36f072d07.mp4
713,Se,IF,20210123055816_600c8de8c1dee.mp4
713,Se,IF,20210202055612_6019bc6c63d0f.mp4
713,Se,IF,20210610042224_60c26670284b8.mp4
783,Ignorar,IGNORE,20210123064952_600c9a00e8ea2.mp4
783,Ignorar,IGNORE,20210617085043_60cb371387ce1.mp4
783,Ignorar,IGNORE,20210623042701_60d38b0525e11.mp4
1381,Imaginar,IMAGINE,20210203010516_601ac9bca5817.mp4
1381,Imaginar,IMAGINE,20210407090218_606d9f4a81ec7.mp4
1381,Imaginar,IMAGINE,20210617085115_60cb373389eb2.mp4
863,Imaturo,IMMATURE,20210126071329_6010940943e3f.mp4
863,Imaturo,IMMATURE,20210407090230_606d9f56bcf60.mp4
863,Imaturo,IMMATURE,20210617085127_60cb373f3f9ba.mp4
864,Importante,IMPORTANT,20210126071353_60109421e98bd.mp4
864,Importante,IMPORTANT,20210407090251_606d9f6bc8efe.mp4
864,Importante,IMPORTANT,20210601080655_60b614cfbb4bf.mp4
1380,Impossível,IMPOSSIBLE,20210203010507_601ac9b3309e8.mp4
1380,Impossível,IMPOSSIBLE,20210407090317_606d9f856de9c.mp4
1380,Impossível,IMPOSSIBLE,20210617085140_60cb374ce6543.mp4
1382,Impressionar,IMPRESS,20210203010842_601aca8aeab3b.mp4
1382,Impressionar,IMPRESS,20210617085158_60cb375e6bacb.mp4
1382,Impressionar,IMPRESS,20210808115156_610fef8c22248.mp4
1402,Melhorar um pouco mais,IMPROVE-A-LOT,20210203014056_601ad218b9cf1.mp4
1402,Melhorar um pouco mais,IMPROVE-A-LOT,20210407095135_606daad779cb2.mp4
1402,Melhorar um pouco mais,IMPROVE-A-LOT,20210618031309_60cce2351c0ff.mp4
121,Entre,IN BETWEEN,20201221033337_5fe0ea81f0cb4.mp4
121,Entre,IN BETWEEN,20201221033338_5fe0ea820277d.mp4
121,Entre,IN BETWEEN,20210623041329_60d387d99eb8d.mp4
1479,Desatento,INATTENTIVE,20210210073954_6023b7fa77faf.mp4
1479,Desatento,INATTENTIVE,20210613010200_60c62bf851e34.mp4
1479,Desatento,INATTENTIVE,20210623034826_60d381fa3a053.mp4
1352,Aumentar,INCREASE,20210203122453_601ac045943f3.mp4
1352,Aumentar,INCREASE,20210209060530_6022f91a82ceb.mp4
1352,Aumentar,INCREASE,20210402070722_6067959a14208.mp4
772,Glória,GLORY,20210123064438_600c98c667987.mp4
772,Glória,GLORY,20210124040158_600dc426b3b82.mp4
772,Glória,GLORY,20210407085736_606d9e30c34f0.mp4
675,Luvas,GLOVES,20210123123704_600c42a0cfb1e.mp4
675,Luvas,GLOVES,20210123065502_600c9b362e8c9.mp4
675,Luvas,GLOVES,20210407091144_606da1807f13a.mp4
637,Cola,GLUE,20210123121534_600c3d96dca80.mp4
637,Cola,GLUE,20210123062626_600c94828c8cf.mp4
637,Cola,GLUE,20210407083859_606d99d37946f.mp4
185,Ir,GO,20201222041646_5fe2461e7efc1.mp4
185,Ir,GO,20201222041646_5fe2461e87ac1.mp4
185,Ir,GO,20210329010349_6061fa658a4fa.mp4
697,Vai,GO,20210123124625_600c44d12e935.mp4
697,Vai,GO,20210124090252_600e0aac3a550.mp4
697,Vai,GO,20210410081325_60718855dbbca.mp4
1496,Ir pra casa,GO HOME,20210210111128_6023e990c309d.mp4
1496,Ir pra casa,GO HOME,20210505025205_6092db456b71c.mp4
1496,Ir pra casa,GO HOME,20210617090450_60cb3a62cdf87.mp4
154,Ir embora (partir),GO-AWAY,20201222100816_5fe1efc074e24.mp4
154,Ir embora (partir),GO-AWAY,20201222100816_5fe1efc08292d.mp4
154,Ir embora (partir),GO-AWAY,20210329010355_6061fa6b05f52.mp4
89,Namorar,GO-STEADY,20201221021101_5fe0d725dfe9b.mp4
89,Namorar,GO-STEADY,20201221021101_5fe0d725e96d5.mp4
89,Namorar,GO-STEADY,20210329025307_606214032dedf.mp4
677,Objetivo,GOAL,20210123123825_600c42f19c44f.mp4
677,Objetivo,GOAL,20210123070045_600c9c8d18efc.mp4
677,Objetivo,GOAL,20210407095253_606dab2572dbb.mp4
730,Bode,GOAT,20210123061850_600c92ba8ceff.mp4
730,Bode,GOAT,20210407082527_606d96a71ff73.mp4
730,Bode,GOAT,20210611050222_60c3c14e7a9a3.mp4
644,Deus,GOD,20210123121905_600c3e69c723f.mp4
644,Deus,GOD,20210126071121_601093896c2cd.mp4
644,Deus,GOD,20210407085016_606d9c78008e7.mp4
667,Golfe,GOLF,20210123123316_600c41bced857.mp4
667,Golfe,GOLF,20210123064501_600c98dd1ab67.mp4
667,Golfe,GOLF,20210623042633_60d38ae9a0edf.mp4
689,Se foi (já era),GONE,20210123124314_600c4412364ec.mp4
689,Se foi (já era),GONE,20210410081022_6071879e94f03.mp4
689,Se foi (já era),GONE,20210505051615_6092fd0ff2adb.mp4
753,Desaparecido,GONE,20210123063136_600c95b85e3e3.mp4
753,Desaparecido,GONE,20210613010141_60c62be5dc9ec.mp4
753,Desaparecido,GONE,20210623034733_60d381c5bdb11.mp4
953,Arrepios,GOOSEBUMPS,20210127111019_6011744b6792e.mp4
953,Arrepios,GOOSEBUMPS,20210128115757_601379b545eb7.mp4
953,Arrepios,GOOSEBUMPS,20210611044923_60c3be43dfbf2.mp4
1253,Gorila,GORILLA,20210128060914_601327faa7842.mp4
1253,Gorila,GORILLA,20210505101637_60929ab58fc0b.mp4
1253,Gorila,GORILLA,20210616030437_60ca3d3504ccc.mp4
768,Fofoca,GOSSIP,20210123064032_600c97d05e251.mp4
768,Fofoca,GOSSIP,20210407085601_606d9dd19e686.mp4
768,Fofoca,GOSSIP,20210616030157_60ca3c950c69b.mp4
281,Governo,GOVERNMENT,20201224083812_5fe47da4e1676.mp4
281,Governo,GOVERNMENT,20201229011456_5feb5600806f1.mp4
281,Governo,GOVERNMENT,20210331025251_6064b6f3f1460.mp4
1122,Agarrar,GRAB,20210128033324_60130374b8f1a.mp4
1122,Agarrar,GRAB,20210501071118_608d294698fc3.mp4
1122,Agarrar,GRAB,20210929043639_6154c047b5105.mp4
745,Colar grau,GRAD,20210123062649_600c94996beaf.mp4
745,Colar grau,GRAD,20210407084343_606d9aefe75ad.mp4
745,Colar grau,GRAD,20210613121331_60c6209b8ae5d.mp4
1011,Pintura,PAINT,20210127055925_6011d42deda59.mp4
1011,Pintura,PAINT,20210210080838_6023beb684b32.mp4
1011,Pintura,PAINT,20210619025519_60ce2f879c8e9.mp4
1482,Calça,PANTS,20210210075159_6023bacf7cb35.mp4
1482,Calça,PANTS,20210211083935_6025177788fbf.mp4
1482,Calça,PANTS,20210613113711_60c6181727097.mp4
1004,Papel,PAPER,20210127055118_6011d246d66c6.mp4
1004,Papel,PAPER,20210129121401_60137d7926382.mp4
1004,Papel,PAPER,20210619024129_60ce2c49aadc1.mp4
606,Paralelo,PARALLEL,20210117053719_60049fff2d06a.mp4
606,Paralelo,PARALLEL,20210117053719_60049fff36a68.mp4
606,Paralelo,PARALLEL,20210402043411_606771b3ab499.mp4
1406,Paranóia,PARANOID,20210203014100_601ad21c609e9.mp4
1406,Paranóia,PARANOID,20210407095440_606dab90487af.mp4
1406,Paranóia,PARANOID,20210619024202_60ce2c6a7a905.mp4
967,Festa,PARTY,20210127030100_6011aa5cdf708.mp4
967,Festa,PARTY,20210129120436_60137b448189e.mp4
967,Festa,PARTY,20210616022840_60ca34c823f34.mp4
1286,Passar,PASS,20210128063012_60132ce4e0ae4.mp4
1286,Passar,PASS,20210619024350_60ce2cd695d36.mp4
1286,Passar,PASS,20210908085436_61394d3ca5b76.mp4
496,Paixão,PASSION,20210115110322_6001a0aad6615.mp4
496,Paixão,PASSION,20210116012016_6003124085aee.mp4
496,Paixão,PASSION,20210402080444_6067a30c583ae.mp4
159,Passado,PAST,20201222121731_5fe20e0b01788.mp4
159,Passado,PAST,20201222121731_5fe20e0b0d89a.mp4
159,Passado,PAST,20210329031828_606219f4adfd4.mp4
1000,Paciente (conformado),PATIENT,20210127054913_6011d1c9c556b.mp4
1000,Paciente (conformado),PATIENT,20210506083246_6093d3deb969e.mp4
1000,Paciente (conformado),PATIENT,20210619023947_60ce2be33aff4.mp4
605,Pagar,PAY,20210117053653_60049fe57f55a.mp4
605,Pagar,PAY,20210210074029_6023b81d20730.mp4
605,Pagar,PAY,20210402100247_6067beb786d75.mp4
1001,Pagamento,PAY,20210127054944_6011d1e8ba663.mp4
1001,Pagamento,PAY,20210129121338_60137d6280904.mp4
1001,Pagamento,PAY,20210619024003_60ce2bf30315d.mp4
1439,Prestar atenção,PAY-ATTENTION,20210209053402_6022f1bae48db.mp4
1439,Prestar atenção,PAY-ATTENTION,20210209070251_6023068ba94aa.mp4
1439,Prestar atenção,PAY-ATTENTION,20210329031854_60621a0ec37c0.mp4
242,"Cérebro (de ""ervilha"")",PEA-BRAIN,20201224080457_5fe475d9cb4f8.mp4
242,"Cérebro (de ""ervilha"")",PEA-BRAIN,20201224065805_5fe50eed573e3.mp4
242,"Cérebro (de ""ervilha"")",PEA-BRAIN,20210331021103_6064ad27ae28c.mp4
1459,Pêssego,PEACH,20210209062511_6022fdb7e4b4b.mp4
1459,Pêssego,PEACH,20210505103846_60929fe693274.mp4
1459,Pêssego,PEACH,20210623095550_60d3d816c65dd.mp4
1259,Lápis,PENCIL,20210128061631_601329af27404.mp4
1259,Lápis,PENCIL,20210505101634_60929ab258eb5.mp4
1259,Lápis,PENCIL,20210617045605_60cba8d5ced24.mp4
1005,Pênis,PENIS,20210127055135_6011d257ee2ae.mp4
1005,Pênis,PENIS,20210210075431_6023bb6714092.mp4
1005,Pênis,PENIS,20210619024613_60ce2d652a63d.mp4
879,Perceber,PERCEIVE,20210210080928_6023bee8e146b.mp4
879,Perceber,PERCEIVE,20210410091744_607240287a988.mp4
879,Perceber,PERCEIVE,20210619024635_60ce2d7b60e25.mp4
1017,Porcentagem,PERCENT,20210127060253_6011d4fd5b06c.mp4
1017,Porcentagem,PERCENT,20210129121849_60137e9958924.mp4
1017,Porcentagem,PERCENT,20210605032812_60bbc23c1f2a2.mp4
607,Perfeito,PERFECT,20210117053902_6004a066308fa.mp4
607,Perfeito,PERFECT,20210117053902_6004a0663a845.mp4
607,Perfeito,PERFECT,20210402070443_606794fb50ab1.mp4
1006,Perfume,PERFUME,20210127055502_6011d3268c73e.mp4
1006,Perfume,PERFUME,20210129121520_60137dc87a1b4.mp4
1006,Perfume,PERFUME,20210619024905_60ce2e1127cee.mp4
1007,Período,PERIOD,20210127055508_6011d32c94d1b.mp4
1007,Período,PERIOD,20210210080927_6023bee75ca3f.mp4
1007,Período,PERIOD,20210619024957_60ce2e4505d8d.mp4
1547,Período de tempo,Period of time,20210501074754_608d31dac9914.mp4
1547,Período de tempo,Period of time,20210619024932_60ce2e2cbe092.mp4
1547,Período de tempo,Period of time,20210623095505_60d3d7e9d3209.mp4
1009,Pessoa,PERSON,20210127055542_6011d34e9bd57.mp4
1009,Pessoa,PERSON,20210210080911_6023bed761a24.mp4
1009,Pessoa,PERSON,20210619025355_60ce2f3372e24.mp4
1495,Satisfação Pessoal,PERSONAL SATISFACTION,20210210111126_6023e98eda377.mp4
1495,Satisfação Pessoal,PERSONAL SATISFACTION,20210505113123_6092ac3bec44a.mp4
1495,Satisfação Pessoal,PERSONAL SATISFACTION,20210610041456_60c264b05f340.mp4
1324,Perspectiva,PERSPECTIVE,20210129121555_60137debadaf4.mp4
1324,Perspectiva,PERSPECTIVE,20210619025021_60ce2e5d74430.mp4
1324,Perspectiva,PERSPECTIVE,20210623095531_60d3d80304450.mp4
1183,Telefone,PHONE,20210128040852_60130bc4e8f28.mp4
1183,Telefone,PHONE,20210501075410_608d33527f4b8.mp4
1183,Telefone,PHONE,20210621044039_60d0eb3740a50.mp4
766,Física,PHYSICS,20210123063919_600c9787b04b5.mp4
766,Física,PHYSICS,20210407085552_606d9dc82fc29.mp4
766,Física,PHYSICS,20210616022939_60ca3503b07ec.mp4
1008,Piano,PIANO,20210127055609_6011d3697a815.mp4
1008,Piano,PIANO,20210210080955_6023bf033b954.mp4
1008,Piano,PIANO,20210619025412_60ce2f44765d4.mp4
972,Imagem,PICTURE,20210127041611_6011bbfb1076a.mp4
972,Imagem,PICTURE,20210210075403_6023bb4bdeceb.mp4
972,Imagem,PICTURE,20210617085100_60cb372472429.mp4
500,Porco,PIG,20210115111453_6001a35d42913.mp4
500,Porco,PIG,20210115111453_6001a35d494f6.mp4
500,Porco,PIG,20210401040955_60661a83d96da.mp4
1028,Travesseiro,PILLOW,20210127061434_6011d7bab34ab.mp4
1028,Travesseiro,PILLOW,20210129122731_601380a399542.mp4
1028,Travesseiro,PILLOW,20210621051555_60d0f37b6f5a3.mp4
470,Espinha,PIMPLES,20210115065252_600165f4a9279.mp4
470,Espinha,PIMPLES,20210115065252_600165f4aefd3.mp4
470,Espinha,PIMPLES,20210623041511_60d3883fc3247.mp4
1537,Alfinete,PIN,20210501071252_608d29a430ff3.mp4
1537,Alfinete,PIN,20210609072835_60c097d31af09.mp4
1537,Alfinete,PIN,20210623032133_60d37bad53880.mp4
817,Abacaxi,PINEAPPLE,20210127091036_6011583c87073.mp4
817,Abacaxi,PINEAPPLE,20210128115432_601378e8d032d.mp4
817,Abacaxi,PINEAPPLE,20210929043133_6154bf1508f4a.mp4
1487,Rosa,PINK,20210210080945_6023bef9adbcf.mp4
1487,Rosa,PINK,20210210110539_6023e8335a80c.mp4
1487,Rosa,PINK,20210610040238_60c261ce68664.mp4
803,Piedoso,PIOUS,20210123070433_600c9d715dda8.mp4
803,Piedoso,PIOUS,20210407095511_606dabaf9e657.mp4
803,Piedoso,PIOUS,20210619025504_60ce2f7873ff0.mp4
1329,Tubo,PIPE,20210129122755_601380bb544e3.mp4
1329,Tubo,PIPE,20210621053846_60d0f8d686d78.mp4
1329,Tubo,PIPE,20210623100715_60d3dac30d92b.mp4
1013,Pirata,PIRATE,20210127060007_6011d457d23c3.mp4
1013,Pirata,PIRATE,20210210080957_6023bf0521678.mp4
1013,Pirata,PIRATE,20210605032340_60bbc12c26215.mp4
1320,Jarro,PITCHER,20210129120908_60137c5403350.mp4
1320,Jarro,PITCHER,20210617090609_60cb3ab1c5b8c.mp4
1320,Jarro,PITCHER,20210623043647_60d38d4f83384.mp4
1164,Mau cheiro,STINK,20210505031030_6092df96ad79f.mp4
1164,Mau cheiro,STINK,20210506082243_6093d183e5114.mp4
1164,Mau cheiro,STINK,20210618031126_60cce1ce6e808.mp4
1124,Agitar,STIR,20210128033420_601303ac5038c.mp4
1124,Agitar,STIR,20210505115037_6092b0bdeb7a5.mp4
1124,Agitar,STIR,20210929043716_6154c06c147ab.mp4
1167,Parar,STOP,20210128035943_6013099f27ef8.mp4
1167,Parar,STOP,20210505103837_60929fdd6b4e3.mp4
1167,Parar,STOP,20210619024223_60ce2c7f5010c.mp4
1468,Semáforo,STOPLIGHT,20210210072309_6023b40debb05.mp4
1468,Semáforo,STOPLIGHT,20210210112544_6023ece8f020b.mp4
1468,Semáforo,STOPLIGHT,20210610042842_60c267eacca1a.mp4
1351,Armazenado,STORED,20210203121125_601abd1d86121.mp4
1351,Armazenado,STORED,20210611044856_60c3be289de4f.mp4
1351,Armazenado,STORED,20210623032201_60d37bc917a6b.mp4
706,História,STORY,20210123064641_600c9941c9624.mp4
706,História,STORY,20210128034854_601307169a29a.mp4
706,História,STORY,20210617084755_60cb366b9f80b.mp4
1139,Direto,STRAIGHT,20210128034114_6013054acd334.mp4
1139,Direto,STRAIGHT,20210202055204_6019bb74974a4.mp4
1139,Direto,STRAIGHT,20210613112007_60c614170b6bf.mp4
1277,Morango,STRAWBERRY,20210128062600_60132be89d8e3.mp4
1277,Morango,STRAWBERRY,20210505103039_60929dff4efb3.mp4
1277,Morango,STRAWBERRY,20210618031849_60cce38950a1a.mp4
1295,Rigoroso,STRICT,20210128063638_60132e66272f5.mp4
1295,Rigoroso,STRICT,20210505035311_6092e997609fc.mp4
1295,Rigoroso,STRICT,20210610040014_60c2613e98a4c.mp4
1361,Corda,STRING,20210203124749_601ac5a55ec9f.mp4
1361,Corda,STRING,20210407084544_606d9b68b930a.mp4
1361,Corda,STRING,20210613125630_60c62aae57dae.mp4
1250,Forte,STRONG,20210128060820_601327c480b67.mp4
1250,Forte,STRONG,20210505101627_60929aab2766c.mp4
1250,Forte,STRONG,20210616030243_60ca3cc3f3172.mp4
1146,Estrutura,STRUCTURE,20210128034424_6013060879f56.mp4
1146,Estrutura,STRUCTURE,20210505084026_6092842ae5aaa.mp4
1146,Estrutura,STRUCTURE,20210616021840_60ca32704d187.mp4
595,Luta,STRUGGLE,20210117051941_60049bdd89f89.mp4
595,Luta,STRUGGLE,20210210075436_6023bb6c3aa7c.mp4
595,Luta,STRUGGLE,20210402100221_6067be9d9e8d9.mp4
517,Teimoso,STUBBORN,20210116123024_600306906375c.mp4
517,Teimoso,STUBBORN,20210209055650_6022f712a0c02.mp4
517,Teimoso,STUBBORN,20210401104713_6065cee13a0b4.mp4
501,Preso,STUCK,20210115111843_6001a4436f233.mp4
501,Preso,STUCK,20210115111843_6001a4437af90.mp4
501,Preso,STUCK,20210623095825_60d3d8b1a79d1.mp4
1147,Estudo,STUDY,20210128034445_6013061da7756.mp4
1147,Estudo,STUDY,20210501074022_608d3016ca27b.mp4
1147,Estudo,STUDY,20210616021900_60ca3284ca9c4.mp4
1503,Estúpido,STUPID,20210210112607_6023ecff55d53.mp4
1503,Estúpido,STUPID,20210501071705_608d2aa13c08f.mp4
1503,Estúpido,STUPID,20210616021911_60ca328fedda1.mp4
1264,Legenda,SUBTITLE,20210128062119_60132acfb5c3c.mp4
